series_id,trend_type,sample_index,sampled_at,lot_id,wafer_id,equipment_id,process_step,sensor_name,target,sigma,lcl,ucl,critical_low,critical_high,value,point_label,is_anomalous_point,is_valid_reading
normal_001,normal,0,2026-01-05T09:00:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,99.000,baseline,false,true
normal_001,normal,1,2026-01-05T09:10:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,98.643,baseline,false,true
normal_001,normal,2,2026-01-05T09:20:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,98.351,baseline,false,true
normal_001,normal,3,2026-01-05T09:30:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,99.531,baseline,false,true
normal_001,normal,4,2026-01-05T09:40:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,97.405,baseline,false,true
normal_001,normal,5,2026-01-05T09:50:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,99.227,baseline,false,true
normal_001,normal,6,2026-01-05T10:00:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,98.456,baseline,false,true
normal_001,normal,7,2026-01-05T10:10:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,98.329,baseline,false,true
normal_001,normal,8,2026-01-05T10:20:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,98.116,baseline,false,true
normal_001,normal,9,2026-01-05T10:30:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,98.275,baseline,false,true
normal_001,normal,10,2026-01-05T10:40:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,97.199,baseline,false,true
normal_001,normal,11,2026-01-05T10:50:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,99.056,baseline,false,true
normal_001,normal,12,2026-01-05T11:00:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,97.802,baseline,false,true
normal_001,normal,13,2026-01-05T11:10:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,100.817,baseline,false,true
normal_001,normal,14,2026-01-05T11:20:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,99.241,baseline,false,true
normal_001,normal,15,2026-01-05T11:30:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,98.338,baseline,false,true
normal_001,normal,16,2026-01-05T11:40:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,99.305,baseline,false,true
normal_001,normal,17,2026-01-05T11:50:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,98.689,baseline,false,true
normal_001,normal,18,2026-01-05T12:00:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,98.993,baseline,false,true
normal_001,normal,19,2026-01-05T12:10:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,99.145,baseline,false,true
normal_001,normal,20,2026-01-05T12:20:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,99.021,baseline,false,true
normal_001,normal,21,2026-01-05T12:30:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,98.840,baseline,false,true
normal_001,normal,22,2026-01-05T12:40:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,98.527,baseline,false,true
normal_001,normal,23,2026-01-05T12:50:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,97.531,baseline,false,true
normal_001,normal,24,2026-01-05T13:00:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,98.328,baseline,false,true
normal_001,normal,25,2026-01-05T13:10:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,98.215,baseline,false,true
normal_001,normal,26,2026-01-05T13:20:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,99.867,baseline,false,true
normal_001,normal,27,2026-01-05T13:30:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,96.943,baseline,false,true
normal_001,normal,28,2026-01-05T13:40:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,99.083,baseline,false,true
normal_001,normal,29,2026-01-05T13:50:00,LOT-2026-0001,W04,EQP-12,PHOTO,film_thickness_nm,98.634,0.969,95.727,101.541,93.789,103.479,100.237,baseline,false,true
normal_002,normal,0,2026-01-05T10:00:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,96.862,baseline,false,true
normal_002,normal,1,2026-01-05T10:10:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,99.636,baseline,false,true
normal_002,normal,2,2026-01-05T10:20:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,99.365,baseline,false,true
normal_002,normal,3,2026-01-05T10:30:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,98.713,baseline,false,true
normal_002,normal,4,2026-01-05T10:40:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,99.324,baseline,false,true
normal_002,normal,5,2026-01-05T10:50:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,97.000,baseline,false,true
normal_002,normal,6,2026-01-05T11:00:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,96.979,baseline,false,true
normal_002,normal,7,2026-01-05T11:10:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,98.408,baseline,false,true
normal_002,normal,8,2026-01-05T11:20:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,98.706,baseline,false,true
normal_002,normal,9,2026-01-05T11:30:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,98.464,baseline,false,true
normal_002,normal,10,2026-01-05T11:40:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,100.164,baseline,false,true
normal_002,normal,11,2026-01-05T11:50:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,98.922,baseline,false,true
normal_002,normal,12,2026-01-05T12:00:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,97.245,baseline,false,true
normal_002,normal,13,2026-01-05T12:10:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,97.298,baseline,false,true
normal_002,normal,14,2026-01-05T12:20:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,99.221,baseline,false,true
normal_002,normal,15,2026-01-05T12:30:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,101.151,baseline,false,true
normal_002,normal,16,2026-01-05T12:40:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,100.203,baseline,false,true
normal_002,normal,17,2026-01-05T12:50:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,98.707,baseline,false,true
normal_002,normal,18,2026-01-05T13:00:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,101.110,baseline,false,true
normal_002,normal,19,2026-01-05T13:10:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,99.613,baseline,false,true
normal_002,normal,20,2026-01-05T13:20:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,96.730,baseline,false,true
normal_002,normal,21,2026-01-05T13:30:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,97.996,baseline,false,true
normal_002,normal,22,2026-01-05T13:40:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,97.046,baseline,false,true
normal_002,normal,23,2026-01-05T13:50:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,100.404,baseline,false,true
normal_002,normal,24,2026-01-05T14:00:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,98.706,baseline,false,true
normal_002,normal,25,2026-01-05T14:10:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,99.105,baseline,false,true
normal_002,normal,26,2026-01-05T14:20:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,98.398,baseline,false,true
normal_002,normal,27,2026-01-05T14:30:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,98.836,baseline,false,true
normal_002,normal,28,2026-01-05T14:40:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,100.547,baseline,false,true
normal_002,normal,29,2026-01-05T14:50:00,LOT-2026-0002,W17,EQP-02,CMP,rf_power_w,98.985,1.171,95.472,102.498,93.130,104.840,98.919,baseline,false,true
normal_003,normal,0,2026-01-05T11:00:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,99.316,baseline,false,true
normal_003,normal,1,2026-01-05T11:10:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,99.396,baseline,false,true
normal_003,normal,2,2026-01-05T11:20:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,98.513,baseline,false,true
normal_003,normal,3,2026-01-05T11:30:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,97.188,baseline,false,true
normal_003,normal,4,2026-01-05T11:40:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,99.743,baseline,false,true
normal_003,normal,5,2026-01-05T11:50:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,99.243,baseline,false,true
normal_003,normal,6,2026-01-05T12:00:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,98.186,baseline,false,true
normal_003,normal,7,2026-01-05T12:10:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,99.303,baseline,false,true
normal_003,normal,8,2026-01-05T12:20:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,97.717,baseline,false,true
normal_003,normal,9,2026-01-05T12:30:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,98.830,baseline,false,true
normal_003,normal,10,2026-01-05T12:40:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,100.106,baseline,false,true
normal_003,normal,11,2026-01-05T12:50:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,98.844,baseline,false,true
normal_003,normal,12,2026-01-05T13:00:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,98.399,baseline,false,true
normal_003,normal,13,2026-01-05T13:10:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,98.323,baseline,false,true
normal_003,normal,14,2026-01-05T13:20:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,98.621,baseline,false,true
normal_003,normal,15,2026-01-05T13:30:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,99.648,baseline,false,true
normal_003,normal,16,2026-01-05T13:40:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,98.556,baseline,false,true
normal_003,normal,17,2026-01-05T13:50:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,98.867,baseline,false,true
normal_003,normal,18,2026-01-05T14:00:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,98.564,baseline,false,true
normal_003,normal,19,2026-01-05T14:10:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,98.039,baseline,false,true
normal_003,normal,20,2026-01-05T14:20:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,98.609,baseline,false,true
normal_003,normal,21,2026-01-05T14:30:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,99.181,baseline,false,true
normal_003,normal,22,2026-01-05T14:40:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,99.507,baseline,false,true
normal_003,normal,23,2026-01-05T14:50:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,97.336,baseline,false,true
normal_003,normal,24,2026-01-05T15:00:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,97.027,baseline,false,true
normal_003,normal,25,2026-01-05T15:10:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,100.003,baseline,false,true
normal_003,normal,26,2026-01-05T15:20:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,99.358,baseline,false,true
normal_003,normal,27,2026-01-05T15:30:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,99.456,baseline,false,true
normal_003,normal,28,2026-01-05T15:40:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,97.455,baseline,false,true
normal_003,normal,29,2026-01-05T15:50:00,LOT-2026-0003,W16,EQP-01,PVD,rf_power_w,98.705,0.967,95.804,101.606,93.870,103.540,98.864,baseline,false,true
normal_004,normal,0,2026-01-05T12:00:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,99.623,baseline,false,true
normal_004,normal,1,2026-01-05T12:10:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,99.937,baseline,false,true
normal_004,normal,2,2026-01-05T12:20:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,100.499,baseline,false,true
normal_004,normal,3,2026-01-05T12:30:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,99.777,baseline,false,true
normal_004,normal,4,2026-01-05T12:40:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,97.181,baseline,false,true
normal_004,normal,5,2026-01-05T12:50:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,98.546,baseline,false,true
normal_004,normal,6,2026-01-05T13:00:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,99.178,baseline,false,true
normal_004,normal,7,2026-01-05T13:10:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,98.079,baseline,false,true
normal_004,normal,8,2026-01-05T13:20:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,98.525,baseline,false,true
normal_004,normal,9,2026-01-05T13:30:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,99.258,baseline,false,true
normal_004,normal,10,2026-01-05T13:40:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,99.360,baseline,false,true
normal_004,normal,11,2026-01-05T13:50:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,98.289,baseline,false,true
normal_004,normal,12,2026-01-05T14:00:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,101.299,baseline,false,true
normal_004,normal,13,2026-01-05T14:10:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,99.051,baseline,false,true
normal_004,normal,14,2026-01-05T14:20:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,99.121,baseline,false,true
normal_004,normal,15,2026-01-05T14:30:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,99.027,baseline,false,true
normal_004,normal,16,2026-01-05T14:40:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,98.316,baseline,false,true
normal_004,normal,17,2026-01-05T14:50:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,100.146,baseline,false,true
normal_004,normal,18,2026-01-05T15:00:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,98.269,baseline,false,true
normal_004,normal,19,2026-01-05T15:10:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,98.232,baseline,false,true
normal_004,normal,20,2026-01-05T15:20:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,98.751,baseline,false,true
normal_004,normal,21,2026-01-05T15:30:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,98.800,baseline,false,true
normal_004,normal,22,2026-01-05T15:40:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,98.916,baseline,false,true
normal_004,normal,23,2026-01-05T15:50:00,LOT-2026-0004,W05,EQP-02,PVD,film_thickness_nm,98.932,0.871,96.319,101.545,94.577,103.287,100.051,baseline,false,true
